,file_ids,start_times,stop_times,texts,labels
7662,Ses04M_script03_1_F022,173.6400,175.6100,"What does it all mean?  That's what I ask myself in my ceaseless quest for ultimate truth.  Dear God, what does it all mean?",exc
7663,Ses04M_script03_1_F023,178.7000,183.8000,Don't laugh at me.  I'm serious.,exc
7664,Ses04M_script03_1_F024,184.5400,190.1500,"You mustn't be serious, my dear.  That's just what they want.",exc
7665,Ses04M_script03_1_F025,191.0600,193.6000,Who's they?,exc
7666,Ses04M_script03_1_F026,197.5300,201.5200,All the futile moralists who try to make life unbearable.  Laugh at them.  Be flippant.  Laugh at everything.  All their sacred shibboleths.  Flippancy brings out the acid- acid in their damn sweetness and light.,exc
7667,Ses04M_script03_1_F027,204.9900,207.7500,"If I laugh at everything, I must laugh at us, too.",exc
7668,Ses04M_script03_1_F028,208.6000,215.2300,Certainly you must.  We're figures of fun alright.,exc
7669,Ses04M_script03_1_F029,218.3100,222.6500,"How long will it last, this ludicrous and overbearing love of ours?",exc
7670,Ses04M_script03_1_F030,225.0800,227.4261,Who knows.,exc
7671,Ses04M_script03_1_M000,7.4200,9.3200,Shall we always want to bicker and fight?,fea
7672,Ses04M_script03_1_M001,9.8600,10.9100,No.  That fire will fade along with our passion.,fea
7673,Ses04M_script03_1_M002,13.1500,14.6900,"Oh, dear.  Should we like that.",fea
7674,Ses04M_script03_1_M003,15.7076,19.1500,It all depends on how well we've played.,neu
7675,Ses04M_script03_1_M004,20.7000,22.8700,"What happens if one of us dies?  Does the one that's left, still laugh?",exc
7676,Ses04M_script03_1_M005,24.4900,28.9700,"Yes.  Yes, with all his might.",xxx
7677,Ses04M_script03_1_M006,31.2700,34.0200,"Well that's serious enough, isn't it?",exc
7678,Ses04M_script03_1_M007,34.9700,37.4500,"No, no, it isn't.  Death's very laughable; such a cunning little mystery, all done with mirrors.",exc
7679,Ses04M_script03_1_M008,39.5600,44.2200,"Darling, I believe you're talking nonsense.",xxx
7680,Ses04M_script03_1_M009,46.5600,48.4600,"So is everyone else in the long run.  Let's be superficial and pity the poor philosophers.  Let's blow trumpets and squeakers and- and enjoy the party as much as we can, like very small, quite idiotic little school children.",xxx
7681,Ses04M_script03_1_M010,50.4300,54.1000,"Let's savor the delight of the moment.  Come and kiss me, darling, before your body rots and worms pop in and out of your eye sockets.",neu
7682,Ses04M_script03_1_M011,56.5800,64.4400,"Elliot, worms don't pop.",xxx
7683,Ses04M_script03_1_M012,66.5500,69.8300,"I don't mind what you do, see?  You can paint yourself bright green all over and dance naked in the Place Vendome and rush off madly with all the men in the world and I shan't say a word as long as you love me best.",neu
7684,Ses04M_script03_1_M013,70.2600,84.4500,"Thank you, dear.  The same applies to you, except that if I catch you so much as looking at another woman, I will kill you.",ang
7685,Ses04M_script03_1_M014,86.9200,90.8600,Do you remember that awful scene we had in Venice?,xxx
7686,Ses04M_script03_1_M015,94.9400,97.3231,Which particular one?,xxx
7687,Ses04M_script03_1_M016,99.5976,103.1100,The one when you bought that little painted wooded snake and put it on my bed?,sad
7688,Ses04M_script03_1_M017,104.9227,108.2200,"Oh, Charles; that was his name, Charles.  Oh, he did wriggle so beautifully.",xxx
7689,Ses04M_script03_1_M018,110.8700,113.5200,Horrible thing.  I hated it.,xxx
7690,Ses04M_script03_1_M019,114.8100,122.2200,I know you did.  You threw it out of the window into the Grand Canal.  I don't think I'll ever forgive you for that.,xxx
7691,Ses04M_script03_1_M020,123.4600,139.1477,How long did that row last?,xxx
7692,Ses04M_script03_1_M021,139.1744,147.1219,It went on intermittently for days.,exc
7693,Ses04M_script03_1_M022,148.8345,163.6300,The worst one was in Cannes when your curling irons burnt holes in my dressing gown.,xxx
7694,Ses04M_script03_1_M023,170.7770,173.9700,"It burnt my comb, too, and all the towels in the bathroom.",xxx
7695,Ses04M_script03_1_M024,175.0400,179.3500,Line?,xxx
7696,Ses04M_script03_1_M025,183.3000,185.2100,How -- that was a rouser wasn't it?,ang
7697,Ses04M_script03_1_M026,189.5600,191.5400,That was the first time you ever hit me.,xxx
7698,Ses04M_script03_1_M027,193.1000,198.2100,I didn't hit you very hard.,xxx
7699,Ses04M_script03_1_M028,201.3627,203.3400,"The manager came in and found is rolling about on the floor, biting and scratching like panthers.  Oh, dear.",neu
7700,Ses04M_script03_1_M029,203.4000,205.5000,"Ah, I shall never forget his face.",exc
7701,Ses04M_script03_1_M030,207.1000,209.2300,"How ridiculous. How utterly, utterly ridiculous.",xxx
7702,Ses04M_script03_1_M031,214.7000,219.0500,Yes.  We were very much younger then.,xxx
7703,Ses04M_script03_1_M032,222.0700,225.3700,And very much sillier.,xxx
7704,Ses04M_script03_1_M033,226.9000,231.7100,"As a matter of fact, the real cause of that row was Peter Burden.",neu
7705,Ses04M_script03_2_F000,12.1431,14.7400,"That was a rouser, wasn't it?",ang
7706,Ses04M_script03_2_F001,15.7500,22.0670,That was the first time you ever hit me.,hap
7707,Ses04M_script03_2_F002,23.3800,27.2300,I didn't hit you very hard.,hap
7708,Ses04M_script03_2_F003,27.6500,29.8900,"The manager came in and found us rolling about on the floor, biting and scratching like panthers.  Oh, dear.",hap
7709,Ses04M_script03_2_F004,32.2100,34.1800,I shall never forget his face.,xxx
7710,Ses04M_script03_2_F005,36.4700,39.2000,"How ridiculous.  How utterly, utterly ridiculous.",xxx
7711,Ses04M_script03_2_F006,42.2600,46.6700,We were very much younger then.,exc
7712,Ses04M_script03_2_F007,48.4700,52.4000,And very much sillier.,xxx
7713,Ses04M_script03_2_F008,54.7400,58.5600,"As a matter of fact, the real cause of that row was Peter Burden.",hap
7714,Ses04M_script03_2_F009,61.0100,62.0400,You knew there was nothing in that.,neu
7715,Ses04M_script03_2_F010,63.3200,65.0737,I knew nothing of the sort.  You took presents from him.,ang
7716,Ses04M_script03_2_F011,65.9900,70.1800,Presents?  A trivial little brooch.,xxx
7717,Ses04M_script03_2_F012,70.8900,74.8193,"I remember it well, bristling with diamonds in the worst possible taste.",fru
7718,Ses04M_script03_2_F013,75.9200,78.7400,Not at all.  It was very pretty.  I still have it and I wear it often.,fru
7719,Ses04M_script03_2_F014,82.0300,83.9324,You went out of your way to torture me over Peter Burden.,ang
7720,Ses04M_script03_2_F015,85.6900,90.0800,I did not.  You made the whole thing up in your jealous imagination.,fru
7721,Ses04M_script03_2_F016,93.4600,98.2300,"You must admit that he was in love with you, wasn't he?",fru
7722,Ses04M_script03_2_F017,104.0500,107.0655,"Just a little, perhaps, nothing serious.",ang
7723,Ses04M_script03_2_F018,110.5500,112.4300,Line?,fru
7724,Ses04M_script03_2_F019,112.8600,114.4688,Let him kiss you.,ang
7725,Ses04M_script03_2_F020,119.9800,123.1400,You let him kiss you.  You said you did.,fru
7726,Ses04M_script03_2_F021,125.5700,130.6300,What of it?,xxx
7727,Ses04M_script03_2_F022,131.5700,133.2200,What of it?,ang
7728,Ses04M_script03_2_F023,133.3400,135.6700,It gave him a lot of pleasure and it didn't hurt me.,ang
7729,Ses04M_script03_2_F024,139.7800,141.2266,What about me?,neu
7730,Ses04M_script03_2_F025,144.5600,148.4800,"If you hadn't been so nosey, you never would have known a thing about it.",fru
7731,Ses04M_script03_2_F026,154.8700,157.4400,"That's a nice point of view, I must say.",ang
7732,Ses04M_script03_2_F027,160.7200,162.2000,"Oh, dear.  I'm bored with this conversation.",fru
7733,Ses04M_script03_2_F028,162.2600,168.5300,So am I; bored stiff.,ang
7734,Ses04M_script03_2_F029,171.2500,173.8490,You want some brandy?,ang
7735,Ses04M_script03_2_F030,175.8400,178.6900,"No, thanks.",ang
7736,Ses04M_script03_2_F031,191.1500,195.1600,"I'll have a little myself, I think.",ang
7737,Ses04M_script03_2_F032,196.0100,197.9500,I don't see why you want it.  You've already had two glasses.,ang
7738,Ses04M_script03_2_F033,206.7100,212.1477,"No particular reason.  Anyhow, they were very small ones.",ang
7739,Ses04M_script03_2_F034,216.7000,218.6600,It seems so silly to go on and on and on with such a thing.,ang
7740,Ses04M_script03_2_F035,224.9200,228.2900,You can hardly call three liquor glasses in a whole evening going on and on and on.,ang
7741,Ses04M_script03_2_F036,232.7500,235.0415,It's become a habit with you.,ang
7742,Ses04M_script03_2_F037,238.1200,242.2000,You needn't be so grand just because you don't happen to want any at the moment.,ang
7743,Ses04M_script03_2_F038,243.9000,246.6200,"Oh, don't be so stupid.",xxx
7744,Ses04M_script03_2_F039,249.3600,252.1562,"Really, Amanda",ang
7745,Ses04M_script03_2_F040,253.2700,257.2500,What?,ang
7746,Ses04M_script03_2_F041,258.7100,261.9019,Nothing.,ang
7747,Ses04M_script03_2_F042,263.2500,268.4503,"Going out somewhere, my dear?",ang
7748,Ses04M_script03_2_F043,269.1200,270.9465,"No, just making myself fascinating for you",neu
7749,Ses04M_script03_2_F044,271.8356,276.5700,Oh.  That reply has broken my heart.,ang
7750,Ses04M_script03_2_F045,278.3300,279.0900,"The woman's job is to allure the man.  Watch me a minute, will you?",ang
7751,Ses04M_script03_2_F046,279.1200,284.3000,"As a matter of fact, that's perfectly true.",ang
7752,Ses04M_script03_2_F047,284.3300,288.1800,"Oh, no, it isn't.",ang
7753,Ses04M_script03_2_F048,288.3800,289.7500,"Yes, it is.",ang
7754,Ses04M_script03_2_F049,289.7700,295.2100,"Oh, be quiet.",ang
7755,Ses04M_script03_2_F050,295.2200,296.7200,Line?,ang
7756,Ses04M_script03_2_F051,296.7300,300.7900,It's a pity you didn't- It's a pity you didn't have more brandy.,ang
7757,Ses04M_script03_2_F052,300.8200,302.3500,It's a pity you didn't have any more brandy.  It might have made you a little less disagreeable.,ang
7758,Ses04M_script03_2_M000,9.3100,12.2248,It doesn't seem to have worked such wonders with you.,xxx
7759,Ses04M_script03_2_M001,14.1200,16.1700,Line?,neu
7760,Ses04M_script03_2_M002,21.6000,24.4400,"Snap.  Oh, snap, snap, snap, like a little adder.",xxx
7761,Ses04M_script03_2_M003,26.4600,28.1100,"Adders don't snap, they sting.",xxx
7762,Ses04M_script03_2_M004,29.3700,32.6400,"They -- nonsense, they have a little bag of venom behind their fangs and they snap.",fru
7763,Ses04M_script03_2_M005,33.8200,36.9700,They sting.,fru
7764,Ses04M_script03_2_M006,38.7000,42.9000,They snap.,xxx
7765,Ses04M_script03_2_M007,46.0700,49.2300,I don't care.  Do you understand?  I don't care.  I don't mind if they bark and roll about like hoops.,fru
7766,Ses04M_script03_2_M008,51.9000,55.1700,Did you see much of Peter Burden after our divorce?,ang
7767,Ses04M_script03_2_M009,60.0200,61.2951,"Yes, I did, quite a lot.",neu
7768,Ses04M_script03_2_M010,61.7300,63.8900,"I suppose you let him kiss you a good deal more then, hmm?",ang
7769,Ses04M_script03_2_M011,64.3898,66.4700,Mind your own business.,ang
7770,Ses04M_script03_2_M012,69.5800,71.4100,You must have had a riotous time.,ang
7771,Ses04M_script03_2_M013,74.3577,77.1000,"No restraint at all, very enjoyable.  You never had much anyhow.",ang
7772,Ses04M_script03_2_M014,77.7500,80.5642,You're quite insufferable.  I expected it's because you're drunk.,ang
7773,Ses04M_script03_2_M015,80.6325,82.7400,I'm not in the least drunk.,xxx
7774,Ses04M_script03_2_M016,83.4879,86.1900,You always had a weak head.,fru
7775,Ses04M_script03_2_M017,89.8400,93.8900,I think I mentioned once before that I've only had three minute liquor glasses of brandy this whole evening.  That's hardly enough to get a child of two drunk.,fru
7776,Ses04M_script03_2_M018,97.6600,104.6000,"On the contrary, a child of two could get violently drunk on only one glass of brandy.",fru
7777,Ses04M_script03_2_M019,106.2600,111.3400,Very interesting.  And how about a child of four and a child of six and a child of nine?,fru
7778,Ses04M_script03_2_M020,112.0200,113.6200,"Oh, shut up.",ang
7779,Ses04M_script03_2_M021,113.9046,116.1400,"We might get up a splendid little- a splendid little debate about this, you know, intemperate tots.",ang
7780,Ses04M_script03_2_M022,117.8100,120.4200,"Not very funny, dear.  You'd better have some more brandy.",ang
7781,Ses04M_script03_2_M023,122.2600,126.0800,Very good idea.  I will,fru
7782,Ses04M_script03_2_M024,129.8400,132.5500,You better turn that off I think.,ang
7783,Ses04M_script03_2_M025,132.5900,133.9300,Why?,ang
7784,Ses04M_script03_2_M026,136.4393,138.0200,It's late and the people upstairs will get annoyed.,neu
7785,Ses04M_script03_2_M027,140.9300,145.0800,There aren't any people upstairs.  It's a photographer's studio.,ang
7786,Ses04M_script03_2_M028,149.6400,151.7900,"There are people downstairs, I suppose",neu
7787,Ses04M_script03_2_M029,151.8300,155.3600,They're away in Tunis.,ang
7788,Ses04M_script03_2_M030,157.0300,161.4300,This is no time of year for Tunis.,ang
7789,Ses04M_script03_2_M031,161.4900,162.7500,"Turn it on again, please.",ang
7790,Ses04M_script03_2_M032,168.5500,171.5500,I will do no such thing.,xxx
7791,Ses04M_script03_2_M033,173.4400,176.8300,"Very well, if you insist on being boorish and idiotic.",ang
7792,Ses04M_script03_2_M034,180.0400,184.2000,Turn it off.  It's driving me mad.,ang
7793,Ses04M_script03_2_M035,186.0500,191.6300,Go away.  Go away.  I hate you.,ang
7794,Ses04M_script03_2_M036,194.7300,196.5300,Turn it off.,ang
7795,Ses04M_script03_2_M037,197.3600,207.1039,You are far too temperamental.  Try to control yourself.,fru
7796,Ses04M_script03_2_M038,211.5664,217.0300,We swapped. Listen.,ang
7797,Ses04M_script03_2_M039,219.9400,225.6900,Listen--,xxx
7798,Ses04M_script03_2_M040,227.3600,229.9600,"Listen, indeed.  I am sick and tired of listening to you, you damn sadistic bully.",ang
7799,Ses04M_script03_2_M041,230.5277,233.2400,"You're a vile tempered, loosed living",ang
7800,Ses04M_script03_2_M042,234.3918,238.4600,Stop.,xxx
7801,Ses04M_script03_2_M043,241.6583,244.7400,wicked little beast. And I- I hope I never see you again as long as live.,ang
7802,Ses04M_script03_2_M044,246.7300,249.9500,Stop.  I hate you.  Do you hear me? You're conceited and overbearing and utterly impossible.,xxx
7803,Ses04M_script03_2_M045,251.7117,253.7400,"This is the end.  Do you understand, the end?  Finally and forever.",xxx
7804,Ses04M_script03_2_M046,256.9100,259.1100,You're not going like this.,ang
7805,Ses04M_script03_2_M047,261.3000,263.5400,"Oh, yes, I am.",ang
7806,Ses04M_script03_2_M048,270.8098,272.0237,"No, you're not.",ang
7807,Ses04M_script03_2_M049,276.1400,278.8000,"Let go of me.  You're a cruel fiend and I hate and loath you.  Thank God, I discovered in time what you're really like.",ang
7808,Ses04M_script03_2_M050,278.8400,284.0400,Shut up. Shut up.,ang
7809,Ses04M_script03_2_M051,287.3800,289.1600,"You're a mean, evil minded",ang
7810,Ses04M_script03_2_M052,289.2700,290.3500,Marry you again? Huh.,ang
7811,Ses04M_script03_2_M053,291.1500,293.0500,little vampire And I hope to God I never set eyes on you as long as I live.,ang
7812,Ses04M_script03_2_M054,293.0800,295.4300,"Never, never, never.  I'd rather die in torment. Beast brute.",ang
7813,Ses04M_script03_2_M055,295.6698,300.3600,Whore.,ang
7814,Ses04M_script03_2_M056,300.3900,302.3100,Swine.,ang
7815,Ses05F_impro01_F000,3.6132,6.1700,"Hi, I need an ID.",neu
7816,Ses05F_impro01_F001,14.1500,19.4900,"ahh Yeah, this is the wrong line.  I'm sorry.  You need to go back over to line two B.  That's where you should have started from.",fru
