,Unnamed: 0,file_ids,start_times,stop_times,texts,labels
460,460,Ses01F_script01_2_M014,124.1625,126.36,"I know. All right, all right. All right. Okay.  Calm yourself. What does that mean, me above all?",fru
5163,5163,Ses03M_impro08b_M018,174.59,177.5,"Alright. Well-  I guess - I guess that's okay but,",neu
4183,4183,Ses03F_script01_2_M014,126.19,127.82,You got to keep believing.,ang
5526,5526,Ses03M_script02_2_M025,251.3687,253.9658,I know.  But I know I don't make you happy.,fru
4082,4082,Ses03F_script01_1_F043,368.2897,374.2837,So it's all right. I'll just go ahead with it.,fru
1486,1486,Ses01M_script02_1_F013,177.96,180.15,"It's ours; it's my flashlight, too.",fru
3678,3678,Ses03F_impro02_F024,161.285,165.745,Amy's starting school in a month.,sad
282,282,Ses01F_impro06_F024,229.08,235.98,Mmhmm.,sad
6579,6579,Ses04F_script02_2_F020,192.52,200.3,Why not?,sad
4558,4558,Ses03F_script03_2_M016,113.9625,115.085,"Oh, very interesting indeed. How about a child of four or a child of six or a child of nine. We might have a splendid little debate about this intemperate tots.",ang
4308,4308,Ses03F_script02_1_M015,109.83,119.8003,Pass up what? A bunch of fish. They swim up to the beach and they flop around and they swim away and then they die.,exc
6684,6684,Ses04F_script03_1_F026,181.63,185.61,All the futile moralists who try to make life unbearable.,exc
4865,4865,Ses03M_impro04_M029,211.24,214.08,Go out and take over the world by yourself and I'm like what?,fru
3537,3537,Ses02M_script03_1_M032,204.6399,207.0278,And very much sillier.,xxx
3868,3868,Ses03F_impro06_F010,63.7924,73.8052,He was amazing.,sad
7003,7003,Ses04M_impro04_F013,165.39,168.72,"But, like, it's been years now and I just can't seem to get anything that really fits.  It's just it -- I -- it drives me absolutely insane.",neu
2581,2581,Ses02F_script03_1_M000,5.44,6.53,Who knows.,xxx
1368,1368,Ses01M_script01_2_F003,36.76,39.48,"Well uh, He grew up next door to the girl, why wouldn't he want to see her?",xxx
9455,9455,Ses05M_script01_1_F030,287.4,289.72,"All right.  All right, mom.  Just listen.  You know why I invited Annie her, don't you?",xxx
8170,8170,Ses05F_impro05_F004,30.89,32.26,It was Virgin Atlantic coming from London.,neu
597,597,Ses01F_script02_1_M032,218.6125,225.27,"We just weren't in a good spot.  I'm telling you, this is a much better spot.  I have instincts for these things.",neu
4351,4351,Ses03F_script02_2_F013,115.3925,117.7773,"Look, it's-we just-we're looking at this evening in a different way, both of us. We both have different ideas of it.",fru
6346,6346,Ses04F_script01_1_M019,151.33,154.0798,"I don't want a diagram.  He thinks he's coming back, Chris.",fru
8962,8962,Ses05M_impro01_F019,124,126.87,This is ridiculous.  I've been here for forty five minutes. Just standing in this one line. I took fifteen minutes to fill out that form.,fru
6379,6379,Ses04F_script01_2_F006,45.2,48.39,Don't look at me like that.  He didn't tell me anymore than he told you.,ang
4758,4758,Ses03M_impro03_F039,226.0364,231.7551,"Chucky...I don't know.  I don't know. Anyways, I pull her up and I go, I go Sarah",xxx
646,646,Ses01F_script02_2_F036,368.63,370.8,"We thought I was pregnant, we got a bottle of champagne, we had no glasses.  We took off our shoes and you asked me to dance.",sad
6381,6381,Ses04F_script01_2_F008,61.5,66.782,How do you know he's even thinking about it?,ang
7527,7527,Ses04M_script02_1_M002,22.8751,34.92,That's my point.,exc
9683,9683,Ses05M_script01_3_M034,336.52,345.27,"you can take those things out of the war, but if you're gonna drive that car you've got to know that that came from the love a man can have from a man. And you've got to be a little bit better because of that.  Because if you're not, then it's all just loot and there's blood on it and I didn't want any of it.",xxx
6023,6023,Ses04F_impro05_M017,153.89,159.76,I want to talk to your supervisor.,fru
7919,7919,Ses05F_impro02_M016,120.58,125.54,"I don't know.  It's not me, so I'm the one who has to stay here.  I'm the one who has to take care of them, and I don't have-I don't have anybody else.  You're all I have.",fru
7165,7165,Ses04M_impro07_F002,23.05,24.93,I'm going to U.S.C.. Yeah.,exc
3468,3468,Ses02M_script02_2_M040,348.92,353.18,You still cold? Do you want my jacket? Do you want to go home?,hap
7762,7762,Ses04M_script03_2_M004,29.37,32.64,"They -- nonsense, they have a little bag of venom behind their fangs and they snap.",fru
7697,7697,Ses04M_script03_1_M026,189.56,191.54,That was the first time you ever hit me.,xxx
2990,2990,Ses02M_impro06_M019,223.9257,233.6212,"It's just going to take a while, I think.",sad
9393,9393,Ses05M_impro08_F026,200.67,207.55,All right.,hap
4875,4875,Ses03M_impro04_M039,282.84,285.58,Twenty-one hundred?,xxx
2544,2544,Ses02F_script02_2_M041,364.81,370.56,You still cold?  Do you wanna go home?,hap
8581,8581,Ses05F_script01_2_M014,127.16,131.42,You've got to believe. You've got to--,fru
5341,5341,Ses03M_script01_3_M005,61.9338,71.3765,"How long, how long I've been waiting to do that.",xxx
1567,1567,Ses01M_script02_2_F022,222.6559,232.4642,"Is not supposed to like anything.  We come down here, we look at the fish, they arrive, we go woo-ah fish.",sad
9979,9979,Ses05M_script03_2_M040,227.48,230.85,"You are a cruel fiend and I-I loath you.  I thank God I realized who you are before I decided to marry you again.  Oh my God, never!",ang
4066,4066,Ses03F_script01_1_F027,214.936,220.5742,"You know, for God's sakes it's been three years. No one comes back after three years. It's insane.",xxx
3988,3988,Ses03F_impro08_F006,47.87,50.61,"Fuck, do you think I have all day?  Jesus",neu
7031,7031,Ses04M_impro04_M022,202.2,205.9,"You see what you just did there, though?",neu
2160,2160,Ses02F_impro08_F014,108.8601,110.2602,"I can do that right now for you. No, absolutely.  I can take care of you all the way through to the end.",neu
685,685,Ses01F_script02_2_M027,261.75,266.7811,I just- I know I don't make you happy.,oth
7602,7602,Ses04M_script02_2_M005,45.123,52.14,No.,fru
7749,7749,Ses04M_script03_2_F044,271.8356,276.57,Oh.  That reply has broken my heart.,ang
3243,3243,Ses02M_script01_2_M016,113.24,115.93,Look at you -- look at you shaking.,ang
5844,5844,Ses04F_impro03_F031,158.36,159.68,Yeah?,xxx
8136,8136,Ses05F_impro04_M014,147.66,162.44,charismatic.,fru
2461,2461,Ses02F_script02_2_F004,36.01,38.97,It certainly is not.  It's slightly exaggerated scientific fact.,xxx
4083,4083,Ses03F_script01_1_F044,375.8438,378.4987,"Well, you better make sure your father's not- No- I'm just saying.",fru
2837,2837,Ses02M_impro03_M018,103.33,104.9776,Yeah. [LAUGHTER],exc
3697,3697,Ses03F_impro02_F043,308.9325,311.22,You can't postpone it?,sad
7128,7128,Ses04M_impro06_F006,72.03,76.62,I'm sorry.  It's never easy.,sad
6267,6267,Ses04F_impro08_M017,168.21,172.1,"Alright, sir. Sir.  I'm going to transfer you to the address.",ang
4941,4941,Ses03M_impro05b_F003,23.9,26.15,Okay.  Well let's...well I'm going to go ahead and check on that for you.  You're coming from...where are you coming from?,neu
5946,5946,Ses04F_impro04_F029,225.26,231.63,"I don't know. Well like, I don't know. I mean-",fru
4583,4583,Ses03F_script03_2_M041,291.3775,298.7125,"Yes I am. Let go of me. I hate you and I loath you. God, I can't believe I just finally realized how you are. I am never marry you. Never. Never, never, never. I would rather die in torment.",ang
5784,5784,Ses04F_impro02_F023,278.62,288.12,What's that supposed to mean?,sad
4040,4040,Ses03F_script01_1_F001,11.6048,16.5588,He saw it.,xxx
2230,2230,Ses02F_script01_1_F036,289.08,290.77,"Well, that's only your business, Chris.",ang
7569,7569,Ses04M_script02_2_F010,83.64,87.29,"Well, I'm sorry, but it's still just fish to me.",fru
935,935,Ses01M_impro02_F009,85.84,89.14,How can they do that?,sad
2320,2320,Ses02F_script01_2_M017,116.61,118.93,I can't help it.,ang
4878,4878,Ses03M_impro05a_F000,5.73,7.53,Can I help you sir?,neu
521,521,Ses01F_script01_3_M021,216.48,220.04,Pretty much all.,sad
522,522,Ses01F_script01_3_M022,222.68,225.5,"Aw, geez.",sad
5345,5345,Ses03M_script01_3_M009,96.826,104.306,I kissed you.,xxx
9861,9861,Ses05M_script03_1_M002,10.68,12.81,No.  That fire will fade along with our passion.,fea
3359,3359,Ses02M_script02_1_M023,138.77,143.96,I'm just not.,exc
1311,1311,Ses01M_script01_1_F033,321.42,323.465,Why?,xxx
3983,3983,Ses03F_impro08_F001,14.49,15.68,"Hello sir, can I help you?",neu
6494,6494,Ses04F_script02_1_F001,37.89,39.636,"Actually, I wanted to go a little farther up the coast, get away from the lights and the people, but I was afraid to miss it.  How you doing?",xxx
9546,9546,Ses05M_script01_1b_M002,16.83,24.83,"Now, you can go on with this if you know where to go, but I don't know where to go.",sad
1716,1716,Ses01M_script03_1_M026,145.2176,153.2056,"Oh I know you threw it out the window and into the Grand Canal.  Oh, I'll never forgive you for that.",xxx
780,780,Ses01F_script03_2_F001,15.48,19.55,And very much sillier.,hap
8784,8784,Ses05F_script02_2_M037,404.2645,407.2719,Are you still cold?  You still want to go home?,hap
8217,8217,Ses05F_impro05_M005,38.686,43.37,"Right. Yes, ma'am.",neu
5607,5607,Ses03M_script03_1_M027,199.17,202.26,"Oh, the worst one was in Cannes when you-",xxx
5978,5978,Ses04F_impro04_M027,217.72,219.71,I don't know it's like I'm trying to be-,fru
651,651,Ses01F_script02_2_F041,413.75,419.3655,dancing barefoot in the sand.,neu
3747,3747,Ses03F_impro03_F017,121.06,122.9466,oh-,exc
2196,2196,Ses02F_script01_1_F002,16.55,18,"How could he see it?  I was the first one up, he was still in bed.",xxx
8404,8404,Ses05F_impro08_F005,42.12,45.66,"you are a real human being.  Thank you very, very much.",neu
369,369,Ses01F_script01_1_F027,274.1997,277.21,"All right, all right, all right.  You know why I asked Annie here, right?",fru
9869,9869,Ses05M_script03_1_M010,53.12,55.33,"So is everyone else in the long run.  Let's be superficial and pity the poor philosophers.  Let's blow trumpets and squeakers and enjoy the party as long as we can, like little quiet idiotic school children.",exc
9521,9521,Ses05M_script01_1b_F016,156.37,159.76,"What are you gonna do, argue with him?",fru
4214,4214,Ses03F_script01_3_F026,229.1361,235.0347,I-I love you. I have no imagination. That's all I know how to tell it.,sad
377,377,Ses01F_script01_1_F035,341.97,344.8052,"So all right then, I'll just go ahead with it?",ang
9432,9432,Ses05M_script01_1_F007,60.88,63.56,"I don't know, but after it broke he ran back inside and started crying in the kitchen.",xxx
2216,2216,Ses02F_script01_1_F022,169.52,173.02,"No, I don't want to argue with him, but it's about time he realized that nobody believes Larry's alive anymore?",xxx
8668,8668,Ses05F_script02_1_F015,205.74,207.6622,"Are you cold?  You want my jacket?  We should have bought a blanket.  Our blanket-.  This is great, isn't it?",neu
1613,1613,Ses01M_script02_2_M020,174.885,184.7175,"No, no I'm just like you, I thought it was going to be all rosy cheeks and the bills would pay themselves and fish will always come and--",neu
6979,6979,Ses04M_impro03_M021,177.32,186.4,She's okay with it.,hap
7549,7549,Ses04M_script02_1_M024,202.4663,204.3134,We didn't see them the first time either.,sur
1827,1827,Ses02F_impro01_F008,57.5135,66.671,"I mean it just says that you need some form of identification, but it doesn't say what kind of identification.",fru
3632,3632,Ses03F_impro01_F002,18.22,20.075,Yeah.,neu
962,962,Ses01M_impro02_M014,106.1,114.44,It's not the same though.,sad
2993,2993,Ses02M_impro06_M022,246.265,248.3433,Thank you.,sad
6606,6606,Ses04F_script02_2_F047,431.66,433.6889,Okay.  Right.  I got it.  Sure.  Of course.  Listen you want to dance?,xxx
9658,9658,Ses05M_script01_3_M009,98.14,112.85,"No.  Chris, what is it?  Is it your mother?",xxx
2376,2376,Ses02F_script01_3_M024,209.23,211.38,"They didn't die, they killed themselves for each other.  I mean that exactly.  A little more selfish and they'd have been here today.",sad
8218,8218,Ses05F_impro05_M006,43.43,48.2934,And that you're going to transport them safely from one place to another.,neu
359,359,Ses01F_script01_1_F017,171.63,175.49,What do you want to do?  Argue with him?,xxx
3839,3839,Ses03F_impro05_F014,143.53,148.5604,Not to mention I have my work in there.,xxx
8148,8148,Ses05F_impro04_M026,300.47,305.36,Like- What's your ideal job?  What do you want to do?,neu
1246,1246,Ses01M_impro07_M002,15.54,20.67,"do they have a--is it a co-ed softball team?  I mean... Really? You know, I didn't even know that they have that.",exc
7504,7504,Ses04M_script02_1_F001,43.14,44.6,"Actually, I wanted to go a little farther up the coast, get away from the lights and the people, but I was afraid we'd miss it.  How you doing?",xxx
9475,9475,Ses05M_script01_1_M011,92.08,103.14,Have you asked Annie yet?,ang
6511,6511,Ses04F_script02_1_F018,203.26,213.0312,I can't believe I forgot.  I'm like a kid.  It's amazing I got out of the house with my fly zipped.,xxx
5087,5087,Ses03M_impro08a_F031,230.4899,239.5801,That's ridiculous.  You know?,fru
3694,3694,Ses03F_impro02_F040,293.59,295.175,You can't leave your daughter alone like this.,sad
1573,1573,Ses01M_script02_2_F028,298.46,300.34,Twice is every year we've tried that's ever.,fru
6281,6281,Ses04F_impro08_M031,247.09,247.95,Okay.  Great.,xxx
5439,5439,Ses03M_script02_1_M033,263.609,271.7061,"I mean, think about this, I know you're not interested but just think about this for a minute.",fru
2567,2567,Ses02F_script03_1_F017,103.02,109.24,What's so horrible is that one can't stay happy.,neu
3423,3423,Ses02M_script02_2_F042,382.72,385.48,"Yea. Okay, sure, no. I see. Listen, you want to dance?",hap
2037,2037,Ses02F_impro06_F000,10.31,15.4,"Hey, a what's up?",sad
9229,9229,Ses05M_impro05_M012,67.85,74.8,"Yeah.  I mean, if you have a suggestion, like, it would be great to help me out here.",fru
772,772,Ses01F_script03_1_M032,230.37,231.905,I did not hit you very hard.,xxx
5380,5380,Ses03M_script01_3_M044,404.0087,405.4917,Annie I'm going to make a fortune for you.,xxx
9554,9554,Ses05M_script01_1b_M010,99.94,106.15,"I'll find out and then we'll thrash it out with dad, all right?  Mom, don't avoid me.",fru
3562,3562,Ses02M_script03_2_F023,122.7984,129.6366,It just seems so silly to go on and on and on with such a thing.,ang
562,562,Ses01F_script02_1_F023,238.14,240.73,"Huh.  Are you cold?  Do you want my jacket?  No?  you know, we should have brought the blanket?  Our blanket.",fru
6683,6683,Ses04F_script03_1_F025,174.62,177.4797,Who's they?,xxx
2546,2546,Ses02F_script02_2_M043,382.43,384.08,"Augie, I'm sorry.",hap
5510,5510,Ses03M_script02_2_M009,79.9851,83.3225,I want things to turn out the way that they're supposed to be.,fru
5330,5330,Ses03M_script01_3_F029,252.7072,254.9098,"Look, I almost got married two years ago.",sad
8061,8061,Ses05F_impro03_M055,234.72,236.56,[LAUGHTER],xxx
4531,4531,Ses03F_script03_2_F033,247.035,248.98,"Going somewhere, dear?",xxx
1674,1674,Ses01M_script03_1_F026,172.1422,175.0655,The pity is that one can't stay happy.,xxx
7395,7395,Ses04M_script01_1_M044,339.08,342.86,"Yeah, I can see that.",fru
365,365,Ses01F_script01_1_F023,235.2,238.56,"For God's sake, three years?  Nobody comes back after three years; that's insane.",fru
7981,7981,Ses05F_impro03_F036,165.32,167.36,"Downtown, was it beautiful? of course it was beautiful",hap
7856,7856,Ses05F_impro01_M017,140.15,145.88,"Right, well, last time they told me, it was this line, and obviously, it's not true.",fru
4327,4327,Ses03F_script02_1_M034,270.18,277.0913,Somewhere out there there's this huge silver mass of fish heading this way. They don't know why. And we don't know why. Just some little instinctual time-release firecracker went off-went off in their bodies.,fru
9968,9968,Ses05M_script03_2_M029,165.26,169.81,Turn it off!,ang
147,147,Ses01F_impro04_F027,164.3925,167.565,I just- I mean I call people up and I tell them what I'm good at.,fru
1668,1668,Ses01M_script03_1_F020,126.9325,130.2975,[LAUGHTER] I think I shall do a court curtsey.,xxx
3088,3088,Ses02M_impro08_F030,216.1796,218.7792,"Right. You can go online, print it out, and just fill out the form and um- send it to us um- you know,  regarding the grievance and-",hap
